doc,sentence,word,pos,prev,next,tag
,,",",PUNCT,menerima,menjadi,O
,,menjadi,ADV,",",perantara,O
,,perantara,NOUN,menjadi,dalam,O
,,dalam,ADP,perantara,jual,O
,,jual,NOUN,dalam,beli,O
,,beli,NOUN,jual,",",O
,,",",PUNCT,beli,menukar,O
,,menukar,VERB,",",atau,O
,,atau,CCONJ,menukar,menyerahkan,O
,,menyerahkan,VERB,atau,Narkotika,O
,,Narkotika,PROPN,menyerahkan,Golongan,O
,,Golongan,PROPN,Narkotika,I,O
,,I,NUM,Golongan,;,O
,,;,PUNCT,I,Ad,O
,sentence: 0032371,Ad,PROPN,;,.,O
,,.,PUNCT,Ad,1,O
,,1,NUM,.,unsur,O
,,unsur,NOUN,1,Setiap,O
,,Setiap,DET,unsur,orang,O
,,orang,NOUN,Setiap,:,O
,,:,PUNCT,orang,Menimbang,O
,sentence: 0032372,Menimbang,ADV,:,",",O
,,",",PUNCT,Menimbang,bahwa,O
,,bahwa,SCONJ,",",setiap,O
,,setiap,DET,bahwa,orang,O
,,orang,NOUN,setiap,ditujukan,O
,,ditujukan,VERB,orang,kepada,O
,,kepada,ADP,ditujukan,setiap,O
,,setiap,DET,kepada,orang,O
,,orang,NOUN,setiap,sebagai,O
,,sebagai,ADV,orang,subjek,O
,,subjek,NOUN,sebagai,hukum,O
,,hukum,NOUN,subjek,yang,O
,,yang,PRON,hukum,menyandang,O
,,menyandang,VERB,yang,hak,O
,,hak,NOUN,menyandang,dan,O
,,dan,CCONJ,hak,kewajiban,O
,,kewajiban,NOUN,dan,di,O
,,di,ADP,kewajiban,dalam,O
,,dalam,ADP,di,hukum,O
,,hukum,NOUN,dalam,dan,O
,,dan,CCONJ,hukum,dapat,O
,,dapat,AUX,dan,dipertanggung,O
,,dipertanggung,VERB,dapat,jawabkan,O
,,jawabkan,ADV,dipertanggung,atas,O
,,atas,ADP,jawabkan,perbuatannya,O
,,perbuatannya,ADV,atas,;,O
,,;,PUNCT,perbuatannya,Menimbang,O
,sentence: 0032373,Menimbang,ADV,;,",",O
,,",",PUNCT,Menimbang,bahwa,O
,,bahwa,SCONJ,",",berdasarkan,O
,,berdasarkan,ADV,bahwa,fakta,O
,,fakta,NOUN,berdasarkan,yang,O
,,yang,PRON,fakta,terungkap,O
,,terungkap,VERB,yang,dipersidangan,O
,,dipersidangan,ADV,terungkap,",",O
,,",",PUNCT,dipersidangan,telah,O
,,telah,AUX,",",ternyata,O
,,ternyata,ADV,telah,yang,O
,,yang,PRON,ternyata,dimaksud,O
,,dimaksud,ADV,yang,dengan,O
,,dengan,ADV,dimaksud,seiap,O
,,seiap,ADV,dengan,orang,O
,,orang,NOUN,seiap,dalam,O
,,dalam,ADP,orang,hal,O
,,hal,NOUN,dalam,ini,O
,,ini,DET,hal,adalah,O
,,adalah,AUX,ini,Terdakwa,O
,,Terdakwa,PROPN,adalah,",",O
,,",",PUNCT,Terdakwa,yang,O
,,yang,PRON,",",berada,O
,,berada,VERB,yang,dalam,O
,,dalam,ADP,berada,keadaan,O
,,keadaan,NOUN,dalam,sehat,O
,,sehat,ADJ,keadaan,rohani,O
,,rohani,NOUN,sehat,dan,O
,,dan,CCONJ,rohani,jasmani,O
,,jasmani,NOUN,dan,",",O
,,",",PUNCT,jasmani,sehingga,O
,,sehingga,ADV,",",dapat,O
,,dapat,AUX,sehingga,dipertanggung,O
,,dipertanggung,VERB,dapat,jawabkan,O
,,jawabkan,ADV,dipertanggung,atas,O
,,atas,ADP,jawabkan,setiap,O
,,setiap,DET,atas,perbuatannya,O
,,perbuatannya,ADV,setiap,dan,O
,,dan,CCONJ,perbuatannya,dengan,O
,,dengan,ADV,dan,demikian,O
,,demikian,ADV,dengan,",",O
,,",",PUNCT,demikian,unsur,O
,,unsur,NOUN,",",I,O
,,I,NUM,unsur,:,O
,,:,PUNCT,I,setiap,O
,,setiap,DET,:,orang,O
,,orang,NOUN,setiap,",",O
,,",",PUNCT,orang,telah,O
,,telah,AUX,",",terbukti,O
,,terbukti,ADV,telah,;,O
,,;,PUNCT,terbukti,Ad,O
,sentence: 0032374,Ad,PROPN,;,.,O
,,.,PUNCT,Ad,2,O
,,2,NUM,.,Unsur,O
,,Unsur,PROPN,2,Tanpa,O
,,Tanpa,PART,Unsur,hak,O
,,hak,NOUN,Tanpa,atau,O
,,atau,CCONJ,hak,melawan,O
,,melawan,ADV,atau,hukum,O
,,hukum,NOUN,melawan,menawarkan,O
,,menawarkan,VERB,hukum,untuk,O
,,untuk,SCONJ,menawarkan,dijual,O
,,dijual,VERB,untuk,",",O
,,",",PUNCT,dijual,menjual,O
,,menjual,VERB,",",",",O
,,",",PUNCT,menjual,membeli,O
,,membeli,VERB,",",",",O
,,",",PUNCT,membeli,menerima,O
,,menerima,VERB,",",",",O
,,",",PUNCT,menerima,menjadi,O
,,menjadi,ADV,",",perantara,O
,,perantara,NOUN,menjadi,dalam,O
,,dalam,ADP,perantara,jual,O
,,jual,NOUN,dalam,beli,O
,,beli,NOUN,jual,",",O
,,",",PUNCT,beli,menukar,O
,,menukar,VERB,",",",",O
,,",",PUNCT,menukar,atau,O
,,atau,CCONJ,",",menyerahkan,O
,,menyerahkan,VERB,atau,Narkotika,O
,,Narkotika,PROPN,menyerahkan,Golongan,O
,,Golongan,PROPN,Narkotika,I,O
,,I,NUM,Golongan,;,O
,,;,PUNCT,I,Menimbang,O
,sentence: 0032375,Menimbang,ADV,;,",",O
,,",",PUNCT,Menimbang,bahwa,O
,,bahwa,SCONJ,",",unsur,O
,,unsur,NOUN,bahwa,II,O
,,II,NUM,unsur,ini,O
,,ini,DET,II,berbentuk,O
,,berbentuk,VERB,ini,alternatif,O
,,alternatif,ADJ,berbentuk,",",O
,,",",PUNCT,alternatif,dimana,O
,,dimana,ADV,",",apabila,O
,,apabila,SCONJ,dimana,salah,O
,,salah,ADJ,apabila,satu,O
,,satu,NUM,salah,perbuatan,O
,,perbuatan,NOUN,satu,terbukti,O
,,terbukti,ADV,perbuatan,",",O
,,",",PUNCT,terbukti,maka,O
,,maka,SCONJ,",",unsur,O
,,unsur,NOUN,maka,II,O
,,II,NUM,unsur,ini,O
,,ini,DET,II,juga,O
,,juga,ADV,ini,telah,O
,,telah,AUX,juga,terbukti,O
,,terbukti,ADV,telah,;,O
,,;,PUNCT,terbukti,Menimbang,O
,sentence: 0032376,Menimbang,ADV,;,",",O
,,",",PUNCT,Menimbang,bahwa,O
,,bahwa,SCONJ,",",saksi,O
,,saksi,NOUN,bahwa,-,O
,,-,PUNCT,saksi,saksi,O
,,saksi,NOUN,-,:,O
,,:,PUNCT,saksi,Amin,O
,,Amin,PROPN,:,Raharjo,B_DEFN
,,Raharjo,PROPN,Amin,dan,I_DEFN
,,dan,CCONJ,Raharjo,Haris,O
,,Haris,PROPN,dan,Fadilah,O
,,Fadilah,PROPN,Haris,menerangkan,O
,,menerangkan,VERB,Fadilah,bahwa,O
,,bahwa,SCONJ,menerangkan,pada,O
,,pada,ADP,bahwa,hari,O
,,hari,NOUN,pada,Senin,O
,,Senin,PROPN,hari,",",O
,,",",PUNCT,Senin,tanggal,O
,,tanggal,NOUN,",",29,O
,,29,NUM,tanggal,Oktober,O
,,Oktober,PROPN,29,2018,O
,,2018,NUM,Oktober,sekira,O
,,sekira,ADV,2018,pukul,O
,,pukul,NOUN,sekira,6,O
,,6,NUM,pukul,.,O
,,.,PUNCT,6,30,O
,,30,NUM,.,WIB,O
,,WIB,PROPN,30,bersama,O
,,bersama,ADV,WIB,dengan,O
,,dengan,ADV,bersama,rekan,O
,,rekan,NOUN,dengan,-,O
,,-,PUNCT,rekan,rekan,O
,,rekan,NOUN,-,mereka,O
,,mereka,PRON,rekan,menindak,O
,,menindak,VERB,mereka,lanjuti,O
,,lanjuti,ADV,menindak,informasi,O
,,informasi,NOUN,lanjuti,dari,O
,,dari,ADP,informasi,masyarakat,O
,,masyarakat,NOUN,dari,bahwa,O
,,bahwa,SCONJ,masyarakat,terdakwa,O
,,terdakwa,PROPN,bahwa,/,O
,,/,PUNCT,terdakwa,Aryo,O
,,Aryo,PROPN,/,Try,O
,,Try,PROPN,Aryo,Gustaman,O
,,Gustaman,PROPN,Try,merupakan,O
,,merupakan,VERB,Gustaman,bandar,O
,,bandar,PROPN,merupakan,/,O
,,/,PUNCT,bandar,perantara,O
,,perantara,NOUN,/,dalam,O
,,dalam,ADP,perantara,jual,O
,,jual,NOUN,dalam,beli,O
,,beli,NOUN,jual,shabu,O
,,shabu,PROPN,beli,serta,O
,,serta,CCONJ,shabu,penyalahguna,O
,,penyalahguna,PUNCT,serta,narkotika,O
,,narkotika,PROPN,penyalahguna,jenis,O
,,jenis,NOUN,narkotika,shabu,O
,,shabu,PROPN,jenis,di,O
,,di,ADP,shabu,Jalan,O
,,Jalan,PROPN,di,Karet,O
,,Karet,PROPN,Jalan,Pasar,O
,,Pasar,PROPN,Karet,Baru,O
,,Baru,PROPN,Pasar,Barat,O
,,Barat,PROPN,Baru,2,O
,,2,NUM,Barat,Rt,O
,,Rt,PROPN,2,.,O
,,.,PUNCT,Rt,12,O
,,12,NUM,.,/,O
,,/,PUNCT,12,5,O
,,5,NUM,/,Kel,O
,,Kel,PROPN,5,.,O
,,.,PUNCT,Kel,Karet,O
,,Karet,PROPN,.,Tengsin,O
,,Tengsin,PROPN,Karet,Kec,O
,,Kec,PROPN,Tengsin,.,O
,,.,PUNCT,Kec,Tanah,O
,,Tanah,PROPN,.,Abang,O
,,Abang,PROPN,Tanah,Jakarta,O
,,Jakarta,PROPN,Abang,Pusat,O
,,Pusat,PROPN,Jakarta,;,O
,,;,PUNCT,Pusat,Menimbang,O
,sentence: 0032377,Menimbang,ADV,;,",",O
,,",",PUNCT,Menimbang,bahwa,O
,,bahwa,SCONJ,",",keterangan,O
,,keterangan,NOUN,bahwa,saksi,O
,,saksi,NOUN,keterangan,-,O
,,-,PUNCT,saksi,saksi,O
,,saksi,NOUN,-,tersebut,O
,,tersebut,DET,saksi,dibenarkan,O
,,dibenarkan,VERB,tersebut,Terdakwa,O
,,Terdakwa,PROPN,dibenarkan,dan,O
,,dan,CCONJ,Terdakwa,Terdakwa,O
,,Terdakwa,PROPN,dan,menerangkan,O
,,menerangkan,VERB,Terdakwa,pula,O
,,pula,ADV,menerangkan,bahwa,O
,,bahwa,SCONJ,pula,;,O
,,;,PUNCT,bahwa,Bahwa,O
,sentence: 0032378,Bahwa,SCONJ,;,benar,O
,,benar,ADV,Bahwa,2,O
,,2,NUM,benar,(,O
,,(,PUNCT,2,dua,O
,,dua,NUM,(,),O
,,),PUNCT,dua,paket,O
,,paket,NOUN,),plastic,O
,,plastic,PROPN,paket,klip,O
,,klip,NOUN,plastic,kecil,O
,,kecil,ADJ,klip,yang,O
,,yang,PRON,kecil,berisi,O
,,berisi,VERB,yang,sabu,O
,,sabu,PROPN,berisi,dengan,O
,,dengan,ADV,sabu,berat,O
,,berat,ADJ,dengan,0,O
,,0,NUM,berat,",",O
,,",",PUNCT,0,10,O
,,10,NUM,",",gram,O
,,gram,NOUN,10,",",O
,,",",PUNCT,gram,0,O
,,0,NUM,",",",",O
,,",",PUNCT,0,12,O
,,12,NUM,",",gram,O
,,gram,NOUN,12,",",O
,,",",PUNCT,gram,Disimpan,O
,,Disimpan,ADV,",",oleh,O
,,oleh,ADP,Disimpan,tersangka,O
,,tersangka,NOUN,oleh,di,O
,,di,ADP,tersangka,dalam,O
,,dalam,ADP,di,antara,O
,,antara,ADP,dalam,Hp,O
,,Hp,PROPN,antara,dengan,O
,,dengan,ADV,Hp,sarungnya,O
,,sarungnya,ADV,dengan,ditaruh,O
,,ditaruh,VERB,sarungnya,di,O
,,di,ADP,ditaruh,atas,O
,,atas,ADP,di,colokan,O
,,colokan,NOUN,atas,listrik,O
,,listrik,NOUN,colokan,di,O
,,di,ADP,listrik,dalam,O
,,dalam,ADP,di,kamar,O
,,kamar,NOUN,dalam,terdakwa,O
,,terdakwa,PROPN,kamar,",",O
,,",",PUNCT,terdakwa,1,O
,,1,NUM,",",(,O
,,(,PUNCT,1,satu,O
,,satu,NUM,(,),O
,,),PUNCT,satu,paket,O
,,paket,NOUN,),sabu,O
,,sabu,PROPN,paket,berat,O
,,berat,ADJ,sabu,0,O
,,0,NUM,berat,",",O
,,",",PUNCT,0,13,O
,,13,NUM,",",gram,O
,,gram,NOUN,13,terdakwa,O
,,terdakwa,PROPN,gram,simpan,O
,,simpan,ADV,terdakwa,di,O
,,di,ADP,simpan,di,O
,,di,ADP,di,kantong,O
,,kantong,NOUN,di,celana,O
,,celana,NOUN,kantong,sebelah,O
,,sebelah,ADV,celana,kiri,O
,,kiri,NOUN,sebelah,1,O
,,1,NUM,kiri,(,O
,,(,PUNCT,1,satu,O
,,satu,NUM,(,),O
,,),PUNCT,satu,buah,O
,,buah,NOUN,),bonhg,O
,,bonhg,PUNCT,buah,/,O
,,/,PUNCT,bonhg,alat,O
,,alat,NOUN,/,hisap,O
,,hisap,NOUN,alat,terdsawa,O
,,terdsawa,PUNCT,hisap,simpan,O
,,simpan,ADV,terdsawa,di,O
,,di,ADP,simpan,samping,O
,,samping,ADV,di,kasur,O
,,kasur,NOUN,samping,kamar,O
,,kamar,NOUN,kasur,terdakwa,O
,,terdakwa,PROPN,kamar,2,O
,,2,NUM,terdakwa,(,O
,,(,PUNCT,2,dua,O
,,dua,NUM,(,),O
,,),PUNCT,dua,bungkus,O
,,bungkus,ADV,),plastic,O
,,plastic,PROPN,bungkus,klip,O
,,klip,NOUN,plastic,sedang,O
,,sedang,ADV,klip,yang,O
,,yang,PRON,sedang,berisi,O
,,berisi,VERB,yang,palstik,O
,,palstik,ADV,berisi,-,O
,,-,PUNCT,palstik,plastik,O
,,plastik,NOUN,-,klip,O
,,klip,NOUN,plastik,kecil,O
,,kecil,ADJ,klip,dan,O
,,dan,CCONJ,kecil,1,O
,,1,NUM,dan,(,O
,,(,PUNCT,1,stu,O
,,stu,NOUN,(,),O
,,),PUNCT,stu,buah,O
,,buah,NOUN,),timbangan,O
,,timbangan,NOUN,buah,elektrik,O
,,elektrik,NOUN,timbangan,terdakwa,O
,,terdakwa,PROPN,elektrik,simpan,O
,,simpan,ADV,terdakwa,di,O
,,di,ADP,simpan,rak,O
,,rak,NOUN,di,sepatu,O
,,sepatu,NOUN,rak,;,O
,,;,PUNCT,sepatu,Menimbang,O
,sentence: 0032379,Menimbang,ADV,;,",",O
,,",",PUNCT,Menimbang,bahwa,O
,,bahwa,SCONJ,",",berdasarkan,O
,,berdasarkan,ADV,bahwa,keterangan,O
,,keterangan,NOUN,berdasarkan,saksi,O
,,saksi,NOUN,keterangan,-,O
,,-,PUNCT,saksi,saksi,O
,,saksi,NOUN,-,dan,O
,,dan,CCONJ,saksi,keterangan,O
,,keterangan,NOUN,dan,Terdakwa,O
,,Terdakwa,PROPN,keterangan,tersebut,O
,,tersebut,DET,Terdakwa,",",O
,,",",PUNCT,tersebut,telah,O
,,telah,AUX,",",ternyata,O
,,ternyata,ADV,telah,bahwa,O
,,bahwa,SCONJ,ternyata,perbuatan,O
,,perbuatan,NOUN,bahwa,Terdakwa,O
,,Terdakwa,PROPN,perbuatan,tersebut,O
,,tersebut,DET,Terdakwa,dikwalifikasikan,O
,,dikwalifikasikan,PUNCT,tersebut,sebagai,O
,,sebagai,ADV,dikwalifikasikan,perbuatan,O
,,perbuatan,NOUN,sebagai,menjadi,O
,,menjadi,ADV,perbuatan,perantara,O
,,perantara,NOUN,menjadi,dalam,O
,,dalam,ADP,perantara,jual,O
,,jual,NOUN,dalam,beli,O
,,beli,NOUN,jual,narkotika,O
,,narkotika,PROPN,beli,jenis,O
,,jenis,NOUN,narkotika,shabu,O
,,shabu,PROPN,jenis,;,O
,,;,PUNCT,shabu,Menimbang,O
,sentence: 0032380,Menimbang,ADV,;,",",O
,,",",PUNCT,Menimbang,bahwa,O
,,bahwa,SCONJ,",",saksi,O
,,saksi,NOUN,bahwa,-,O
,,-,PUNCT,saksi,saksi,O
,,saksi,NOUN,-,dan,O
,,dan,CCONJ,saksi,Terdakwa,O
,,Terdakwa,PROPN,dan,membenarkan,O
,,membenarkan,VERB,Terdakwa,barang,O
,,barang,NOUN,membenarkan,bukti,O
,,bukti,NOUN,barang,yang,O
,,yang,PRON,bukti,diperlihatkan,O
,,diperlihatkan,VERB,yang,di,O
,,di,ADP,diperlihatkan,persidangan,O
,,persidangan,NOUN,di,berupa,O
,,berupa,ADV,persidangan,:,O
,,:,PUNCT,berupa,-,O
,sentence: 0032381,-,PUNCT,:,1,O
,,1,NUM,-,(,O
,,(,PUNCT,1,satu,O
,,satu,NUM,(,),O
,,),PUNCT,satu,bungkus,O
,,bungkus,ADV,),tissue,O
,,tissue,PROPN,bungkus,berisi,O
,,berisi,VERB,tissue,2,O
,,2,NUM,berisi,(,O
,,(,PUNCT,2,dua,O
,,dua,NUM,(,),O
,,),PUNCT,dua,bungkus,O
,,bungkus,ADV,),plastik,O
,,plastik,NOUN,bungkus,klip,O
,,klip,NOUN,plastik,masing,O
,,masing,DET,klip,-,O
,,-,PUNCT,masing,masing,O
,,masing,DET,-,berisikan,O
,,berisikan,VERB,masing,knistal,O
,,knistal,PUNCT,berisikan,warna,O
,,warna,NOUN,knistal,putih,O
,,putih,ADJ,warna,dengan,O
,,dengan,ADV,putih,berat,O
,,berat,ADJ,dengan,netto,O
,,netto,PROPN,berat,seluruhnya,O
,,seluruhnya,ADV,netto,1,O
,,1,NUM,seluruhnya,",",O
,,",",PUNCT,1,210,O
,,210,NUM,",",gram,O
,,gram,NOUN,210,dan,O
,,dan,CCONJ,gram,1,O
,,1,NUM,dan,(,O
,,(,PUNCT,1,satu,O
,,satu,NUM,(,),O
,,),PUNCT,satu,unit,O
,,unit,NOUN,),Handphone,O
,,Handphone,PROPN,unit,merek,O
,,merek,NOUN,Handphone,Advan,O
,,Advan,PROPN,merek,warna,O
,,warna,NOUN,Advan,hitam,O
,,hitam,ADJ,warna,",",O
,,",",PUNCT,hitam,adalah,O
,,adalah,AUX,",",benar,O
,,benar,ADV,adalah,barang,O
,,barang,NOUN,benar,bukti,O
,,bukti,NOUN,barang,yang,O
,,yang,PRON,bukti,ditemukan,O
,,ditemukan,VERB,yang,saat,O
,,saat,ADV,ditemukan,penangkapan,O
,,penangkapan,NOUN,saat,atas,O
,,atas,ADP,penangkapan,Terdakwa,O
,,Terdakwa,PROPN,atas,;,O
,,;,PUNCT,Terdakwa,Menimbang,O
,sentence: 0032382,Menimbang,ADV,;,",",O
,,",",PUNCT,Menimbang,bahwa,O
,,bahwa,SCONJ,",",keterangan,O
,,keterangan,NOUN,bahwa,saksi,O
,,saksi,NOUN,keterangan,-,O
,,-,PUNCT,saksi,saksi,O
,,saksi,NOUN,-,dan,O
,,dan,CCONJ,saksi,para,O
,,para,DET,dan,Terdakwa,O
,,Terdakwa,PROPN,para,tersebut,O
,,tersebut,DET,Terdakwa,bersesuaian,O
,,bersesuaian,ADV,tersebut,dengan,O
,,dengan,ADV,bersesuaian,Berita,O
,,Berita,PROPN,dengan,Acara,O
,,Acara,PROPN,Berita,Hasil,O
,,Hasil,NOUN,Acara,Pemeriksaan,O
,,Pemeriksaan,PROPN,Hasil,Laboratoris,O
,,Laboratoris,ADV,Pemeriksaan,Kriminalistik,O
,,Kriminalistik,PROPN,Laboratoris,Bareskrim,O
,,Bareskrim,PROPN,Kriminalistik,Polri,O
,,Polri,PROPN,Bareskrim,No,O
,,No,PROPN,Polri,.,O
,,.,PUNCT,No,LAB,O
,,LAB,PROPN,.,:,O
,,:,PUNCT,LAB,4591,O
,,4591,NUM,:,/,O
,,/,PUNCT,4591,NNF,O
,,NNF,PUNCT,/,/,O
,,/,PUNCT,NNF,2018,O
,,2018,NUM,/,tanggal,O
,,tanggal,NOUN,2018,1,O
,,1,NUM,tanggal,Oktober,O
,,Oktober,PROPN,1,2018,O
,,2018,NUM,Oktober,",",O
,,",",PUNCT,2018,yang,O
,,yang,PRON,",",menyimpulkan,O
,,menyimpulkan,VERB,yang,bahwa,O
,,bahwa,SCONJ,menyimpulkan,barang,O
,,barang,NOUN,bahwa,bukti,O
,,bukti,NOUN,barang,berupa,O
,,berupa,ADV,bukti,:,O
,,:,PUNCT,berupa,1,O
,,1,NUM,:,(,O
,,(,PUNCT,1,satu,O
,,satu,NUM,(,),O
,,),PUNCT,satu,bungkus,O
,,bungkus,ADV,),tissue,O
,,tissue,PROPN,bungkus,berisi,O
,,berisi,VERB,tissue,2,O
,,2,NUM,berisi,(,O
,,(,PUNCT,2,dua,O
,,dua,NUM,(,),O
,,),PUNCT,dua,bungkus,O
,,bungkus,ADV,),plastik,O
,,plastik,NOUN,bungkus,klip,O
,,klip,NOUN,plastik,masing,O
,,masing,DET,klip,-,O
,,-,PUNCT,masing,masing,O
,,masing,DET,-,berisikan,O
,,berisikan,VERB,masing,kristal,O
,,kristal,NOUN,berisikan,warna,O
,,warna,NOUN,kristal,putih,O
,,putih,ADJ,warna,dengan,O
,,dengan,ADV,putih,berat,O
,,berat,ADJ,dengan,netto,O
,,netto,PROPN,berat,seluruhnya,O
,,seluruhnya,ADV,netto,1,O
,,1,NUM,seluruhnya,",",O
,,",",PUNCT,1,210,O
,,210,NUM,",",gram,O
,,gram,NOUN,210,tersebut,O
,,tersebut,DET,gram,adalah,O
,,adalah,AUX,tersebut,benar,O
,,benar,ADV,adalah,mengandung,O
,,mengandung,VERB,benar,METAMFETAMINA,O
,,METAMFETAMINA,PROPN,mengandung,terdaftar,O
,,terdaftar,VERB,METAMFETAMINA,dalam,O
,,dalam,ADP,terdaftar,Golongan,O
,,Golongan,PROPN,dalam,I,O
,,I,NUM,Golongan,Nomor,O
,,Nomor,PROPN,I,urut,O
,,urut,NOUN,Nomor,37,O
,,37,NUM,urut,Lampiran,O
,,Lampiran,PROPN,37,Undang,O
,,Undang,PROPN,Lampiran,-,B_ARTV
,,-,PUNCT,Undang,Undang,I_ARTV
,,Undang,PROPN,-,RI,I_ARTV
,,RI,PROPN,Undang,.,I_ARTV
,,.,PUNCT,RI,No,I_ARTV
,,No,PROPN,.,.,I_ARTV
,,.,PUNCT,No,35,I_ARTV
,,35,NUM,.,Tahun,I_ARTV
,,Tahun,PROPN,35,2009,I_ARTV
,,2009,NUM,Tahun,tentang,I_ARTV
,,tentang,ADP,2009,Narkotika,I_ARTV
,,Narkotika,PROPN,tentang,;,I_ARTV
,,;,PUNCT,Narkotika,Menimbang,O
,sentence: 0032383,Menimbang,ADV,;,",",O
,,",",PUNCT,Menimbang,bahwa,O
,,bahwa,SCONJ,",",Pasal,O
,,Pasal,PROPN,bahwa,7,B_ARTV
,,7,NUM,Pasal,Undang,I_ARTV
,,Undang,PROPN,7,-,I_ARTV
,,-,PUNCT,Undang,Undang,I_ARTV
,,Undang,PROPN,-,No,I_ARTV
,,No,PROPN,Undang,.,I_ARTV
,,.,PUNCT,No,35,I_ARTV
,,35,NUM,.,Tahun,I_ARTV
,,Tahun,PROPN,35,2009,I_ARTV
,,2009,NUM,Tahun,Tentang,I_ARTV
,,Tentang,PUNCT,2009,Narkotika,I_ARTV
,,Narkotika,PROPN,Tentang,menyebutkan,I_ARTV
,,menyebutkan,ADV,Narkotika,bahwa,O
,,bahwa,SCONJ,menyebutkan,Narkotika,O
,,Narkotika,PROPN,bahwa,hanya,O
,,hanya,ADV,Narkotika,dapat,O
,,dapat,AUX,hanya,dipergunakan,O
,,dipergunakan,VERB,dapat,untuk,O
,,untuk,SCONJ,dipergunakan,kepentingan,O
,,kepentingan,NOUN,untuk,pelayanan,O
,,pelayanan,NOUN,kepentingan,kesehatan,O
,,kesehatan,NOUN,pelayanan,dan,O
,,dan,CCONJ,kesehatan,/,O
,,/,PUNCT,dan,atau,O
,,atau,CCONJ,/,penembangan,O
,,penembangan,NOUN,atau,ilmu,O
,,ilmu,NOUN,penembangan,pengetahuan,O
,,pengetahuan,NOUN,ilmu,dan,O
,,dan,CCONJ,pengetahuan,teknologi,O
,,teknologi,NOUN,dan,;,O
,,;,PUNCT,teknologi,Menimbang,O
,sentence: 0032384,Menimbang,ADV,;,",",O
,,",",PUNCT,Menimbang,khusus,O
,,khusus,ADJ,",",untuk,O
,,untuk,SCONJ,khusus,Narkotika,O
,,Narkotika,PROPN,untuk,Golongan,O
,,Golongan,PROPN,Narkotika,I,O
,,I,NUM,Golongan,dilarang,O
,,dilarang,ADV,I,digunakan,O
,,digunakan,VERB,dilarang,untuk,O
,,untuk,SCONJ,digunakan,kepentingan,O
,,kepentingan,NOUN,untuk,pelayanan,O
,,pelayanan,NOUN,kepentingan,kesehatan,O
,,kesehatan,NOUN,pelayanan,",",O
,,",",PUNCT,kesehatan,sebagaimana,O
,,sebagaimana,ADV,",",diatur,O
,,diatur,VERB,sebagaimana,dalam,O
,,dalam,ADP,diatur,Pasal,O
,,Pasal,PROPN,dalam,8,B_ARTV
,,8,NUM,Pasal,ayat,I_ARTV
,,ayat,NOUN,8,(,I_ARTV
,,(,PUNCT,ayat,1,I_ARTV
,,1,NUM,(,),I_ARTV
,,),PUNCT,1,Undang,I_ARTV
,,Undang,PROPN,),-,I_ARTV
,,-,PUNCT,Undang,Undang,I_ARTV
,,Undang,PROPN,-,No,I_ARTV
,,No,PROPN,Undang,.,I_ARTV
,,.,PUNCT,No,35,I_ARTV
,,35,NUM,.,Tahun,I_ARTV
,,Tahun,PROPN,35,2009,I_ARTV
,,2009,NUM,Tahun,Tentang,I_ARTV
,,Tentang,PUNCT,2009,Narkotika,I_ARTV
,,Narkotika,PROPN,Tentang,dan,I_ARTV
,,dan,CCONJ,Narkotika,Narkotika,O
,,Narkotika,PROPN,dan,Golongan,O
,,Golongan,PROPN,Narkotika,I,O
,,I,NUM,Golongan,hanya,O
,,hanya,ADV,I,dapat,O
,,dapat,AUX,hanya,dipergunakan,O
,,dipergunakan,VERB,dapat,untuk,O
,,untuk,SCONJ,dipergunakan,kepentingan,O
,,kepentingan,NOUN,untuk,pengembangan,O
,,pengembangan,NOUN,kepentingan,ilmu,O
,,ilmu,NOUN,pengembangan,pengetahuan,O
,,pengetahuan,NOUN,ilmu,dan,O
,,dan,CCONJ,pengetahuan,teknologi,O
,,teknologi,NOUN,dan,dan,O
,,dan,CCONJ,teknologi,untuk,O
,,untuk,SCONJ,dan,reagensia,O
,,reagensia,PROPN,untuk,diagnostik,O
,,diagnostik,NOUN,reagensia,serta,O
,,serta,CCONJ,diagnostik,reagensia,O
,,reagensia,PROPN,serta,laboratorium,O
,,laboratorium,NOUN,reagensia,setelah,O
,,setelah,ADV,laboratorium,mendapat,O
,,mendapat,VERB,setelah,persetujuan,O
,,persetujuan,NOUN,mendapat,Menteri,O
,,Menteri,PROPN,persetujuan,atas,O
,,atas,ADP,Menteri,rekomendasi,O
,,rekomendasi,NOUN,atas,Kepala,O
,,Kepala,PROPN,rekomendasi,Badan,O
,,Badan,PROPN,Kepala,Pengawas,O
,,Pengawas,PROPN,Badan,Obat,O
,,Obat,PROPN,Pengawas,dan,O
,,dan,CCONJ,Obat,Makanan,O
,,Makanan,PROPN,dan,",",O
,,",",PUNCT,Makanan,sebagaimana,O
,,sebagaimana,ADV,",",diatur,O
,,diatur,VERB,sebagaimana,dalam,O
,,dalam,ADP,diatur,Pasal,O
,,Pasal,PROPN,dalam,8,B_ARTV
,,8,NUM,Pasal,ayat,I_ARTV
,,ayat,NOUN,8,(,I_ARTV
,,(,PUNCT,ayat,2,I_ARTV
,,2,NUM,(,),I_ARTV
,,),PUNCT,2,Undang,I_ARTV
,,Undang,PROPN,),-,I_ARTV
,,-,PUNCT,Undang,Undang,I_ARTV
,,Undang,PROPN,-,No,I_ARTV
,,No,PROPN,Undang,.,I_ARTV
